folder_a,folder_b,unique_a,unique_b,common,ratio_min,jaccard,files_a,files_b
Paczka II sem. 21_22/Memy,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Memy,30,48,30,1.0000,0.6250,30,48
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii,202,30,30,1.0000,0.1485,207,30
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 3,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 3,30,49,30,1.0000,0.6122,30,49
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/World,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/World,29,28,28,1.0000,0.9655,29,28
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 5 (2018),Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/Gotowiec 5 (2018),28,56,28,1.0000,0.5000,28,56
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 1,28,69,28,1.0000,0.4058,31,72
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/labki 2014/lab1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Lab/Labki (Jeszcze Starsze)/labki 2014/lab1,27,28,27,1.0000,0.9643,30,31
Paczka I sem. 22_23/Podstawy Programowania/Egzaminy,Paczka I sem./Podstawy Programowania/Egzaminy,29,26,26,1.0000,0.8966,29,26
Paczka I sem./Podstawy Programowania/Egzaminy,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania/Egzamin,26,55,26,1.0000,0.4727,26,55
Paczka II sem. 21_22/Systemy Operacyjne/2020/SO/Laby,Paczki INFA/Paczka 2 sem. 23_24/Systemy Operacyjne/2020/SO/Laby,27,26,26,1.0000,0.9630,27,26
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_5T,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_5T,27,26,26,1.0000,0.9630,29,28
Paczki INFA/Paczka 3 sem. 23_24/(PAA) Podstawy Analizy Algorytmów/patologia (2023 pozdrawia),Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów/PAAtologia/(2023 pod nowym reżimem pozdrawia),37,26,26,1.0000,0.7027,38,26
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.3/wzorzec,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/cw3usart,26,39,26,1.0000,0.6667,26,39
Paczka I sem. 22_23/Analiza Matematyczna,Paczka I sem./Analiza Matematyczna,29,25,25,1.0000,0.8621,29,25
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,26,25,25,1.0000,0.9615,26,25
Paczki INFA/Paczka 3 sem. 23_24/(MII) Multimedia i Interfejsy/Stara Paczka/Egzamin,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Multimedia i Interfejsy/Egzamin,27,25,25,1.0000,0.9259,27,25
Paczka I sem. 22_23/Szkolenia,Paczka I sem./Szkolenia,109,24,24,1.0000,0.2202,109,24
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/LAB NR 10,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/LAB NR 10,26,24,24,1.0000,0.9231,26,24
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,25,24,24,1.0000,0.9600,26,25
Paczka I sem. 22_23/Matematyka Elementarna,Paczka I sem./Matematyka Elementarna,26,23,23,1.0000,0.8846,26,23
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,55,23,23,1.0000,0.4182,55,23
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,26,23,23,1.0000,0.8846,26,23
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1,25,23,23,1.0000,0.9200,25,23
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Notatki/notatki Wer,Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka/Notatki/notatki Wer,23,92,23,1.0000,0.2500,23,92
Paczki Infa/3 SEM/Memy,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Śmiechu Warte,47,23,23,1.0000,0.4894,47,23
Paczki Infa/3 SEM/Memy,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/paciukk,47,22,22,1.0000,0.4681,47,22
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Śmiechu Warte,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/paciukk,23,22,22,1.0000,0.9565,23,22
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3/Przykład 1 (2017),Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 3/Przykład 1 (2017),22,39,22,1.0000,0.5641,23,40
Paczka I sem. 22_23/Algebra Liniowa,Paczka I sem./Algebra Liniowa,27,21,21,1.0000,0.7778,27,21
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Metrologia/Laborki/sprawozdania,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Metrologia/Laborki/sprawozdania,34,21,21,1.0000,0.6176,34,21
Paczka II sem. 21_22/Układy Cyfrowe/2020,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020,35,21,21,1.0000,0.6000,35,21
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/2020,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Lab/2020,21,23,21,1.0000,0.9130,24,26
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Wykłady,V semestr 2024_2025/(ETI) Tworzenie rozwiązań typu Big Data/Computer networks/archiwumNowickiWozniak,21,48,21,1.0000,0.4375,21,60
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,55,20,20,1.0000,0.3636,55,20
Paczka II sem. 21_22/Podstawy Fizyki/ćwiczenia,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Fizyki/ćwiczenia,20,23,20,1.0000,0.8696,25,28
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,21,20,20,1.0000,0.9524,21,20
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii/Elektronika/Laborki,20,23,20,1.0000,0.8696,20,23
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/1-Ada,Paczki Infa/3 SEM/(JP) Języki Programowania/Projekty/1-Ada,23,20,20,1.0000,0.8696,24,21
Paczki Infa/3 SEM/Memy/Paciuk,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Śmiechu Warte,20,23,20,1.0000,0.8696,20,23
Paczki Infa/3 SEM/Memy/Paciuk,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/paciukk,20,22,20,1.0000,0.9091,20,22
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 1,20,32,20,1.0000,0.6250,21,33
Paczka I sem. 22_23/Wytwarzanie Aplikacji Internetowych,Paczka I sem./Wytwarzanie Aplikacji Internetowych/Notatki,141,19,19,1.0000,0.1348,154,19
Paczka I sem./Wytwarzanie Aplikacji Internetowych/Notatki,Paczki INFA/Paczka 1 sem. 23_24/(WAI) Wytwarzania Aplikacji Internetowych/Notatki,19,20,19,1.0000,0.9500,19,20
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad,31,19,19,1.0000,0.6129,31,19
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,21,19,19,1.0000,0.9048,21,19
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC,33,19,19,1.0000,0.5758,33,19
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5,20,19,19,1.0000,0.9500,20,19
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/2019,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019,19,685,19,1.0000,0.0277,20,729
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/2019,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019,19,685,19,1.0000,0.0277,20,729
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 6 (2018)+ chyba WSZYSTKIE wejściówki Cejrowskiego/lab5,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/Gotowiec 6 (2018)+ chyba WSZYSTKIE wejściówki Cejrowskiego/lab5,19,19,19,1.0000,1.0000,19,24
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 1/Przykład 2,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 1/Przykład 2,19,31,19,1.0000,0.6129,19,31
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 3/Przykład 2,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 3/Przykład 2,19,38,19,1.0000,0.5000,19,38
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 1/Przykład 2 (2017),Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 1/Przykład 2 (2017),19,37,19,1.0000,0.5135,21,39
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad/stare jakies,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad/stare jakies,20,18,18,1.0000,0.9000,20,18
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 1/Lab1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 1/Lab1,19,18,18,1.0000,0.9474,19,18
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 1/Przykład 2/Program,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 1/Przykład 2/Program,18,30,18,1.0000,0.6000,18,30
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (2018)/Projekt 3/Przykład 2/Application,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (2018)/Projekt 3/Przykład 2/Application,18,37,18,1.0000,0.4865,18,37
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/lab1,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/labki 2014/lab1/lab1,18,18,18,1.0000,1.0000,19,21
Paczka I sem. 22_23/Szkolenia/Biblioteczny,Paczka I sem./Szkolenia/Biblioteczny,47,17,17,1.0000,0.3617,47,17
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,26,17,17,1.0000,0.6538,26,17
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/2024peim,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/laboratoria,24,17,17,1.0000,0.7083,24,17
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka,Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka/AKO - grupa/Wykłady,1413,17,17,1.0000,0.0120,1629,17
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 3 (2018),Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/Gotowiec 3 (2018),17,55,17,1.0000,0.3091,17,55
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/2020/Olewniczak,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Lab/2020/Olewniczak,17,19,17,1.0000,0.8947,20,22
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/labki 2014/lab2,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Lab/Labki (Jeszcze Starsze)/labki 2014/lab2,17,18,17,1.0000,0.9444,22,23
Paczka II sem. 21_22/Algorytmy i Struktury Danych/egzaminy,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/egzaminy,16,25,16,1.0000,0.6400,16,25
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Scripts,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Scripts,24,16,16,1.0000,0.6667,25,16
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,26,16,16,1.0000,0.6154,26,16
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,17,16,16,1.0000,0.9412,17,16
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/AKO - grupa/Wykłady,Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka/AKO - grupa/Wykłady,16,17,16,1.0000,0.9412,16,17
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/3-Haskell,Paczki Infa/3 SEM/(JP) Języki Programowania/Projekty/3-Haskell,21,16,16,1.0000,0.7619,21,16
Paczki INFA/Paczka 3 sem. 23_24/(PAA) Podstawy Analizy Algorytmów/Wykłady/Egzamin,Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów,16,151,16,1.0000,0.1060,16,159
Paczki Infa/3 SEM/Stare Paczki/PAAczka/memes,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/PAAczka/memes,16,16,16,1.0000,1.0000,16,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.2,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.2,16,16,16,1.0000,1.0000,16,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.5,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.5,16,16,16,1.0000,1.0000,16,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.6,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.6,16,16,16,1.0000,1.0000,16,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.7,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.7,16,16,16,1.0000,1.0000,16,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_nowa,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_nowa,16,16,16,1.0000,1.0000,16,16
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (2019)/Lab 7,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Lab/Labki (2019)/Lab 7,16,17,16,1.0000,0.9412,16,17
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 1/Przykład 2 (2017)/MetodyNumeryczne1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 1/Przykład 2 (2017)/MetodyNumeryczne1,16,34,16,1.0000,0.4706,18,36
Paczka I sem. 22_23/Algebra Liniowa/Egzaminy,Paczki INFA/Paczka 1 sem. 23_24/(AL) Algebra Liniowa/Kolokwia,15,39,15,1.0000,0.3846,15,39
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,16,15,15,1.0000,0.9375,16,15
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/02. Badanie bramek logicznych,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/2_BRAMKI_LOGICZNE,21,15,15,1.0000,0.7143,21,15
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/2_BRAMKI_LOGICZNE,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/LAB NR 2/2_bramki_logiczne/2_BRAMKI_LOGICZNE,15,19,15,1.0000,0.7895,15,19
Paczki Infa/4 SEM/(WdCB) Wprowadzenie do Cyberbezpieczeństwa/Stara paczka,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Wprowadzenie do Cyberbezpieczeństwa,15,19,15,1.0000,0.7895,15,19
Paczka II sem. 21_22/Matematyka Dyskretna/egzaminy,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna/egzaminy,56,14,14,1.0000,0.2500,56,14
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pip-9.0.3-py3.6.egg/pip/_vendor/requests,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pip-9.0.3-py3.6.egg/pip/_vendor/requests,19,14,14,1.0000,0.7368,19,14
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/2,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/2,15,14,14,1.0000,0.9333,15,14
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/AKO - grupa/Egzamin,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/AKO - grupa/Egzamin,14,14,14,1.0000,1.0000,14,14
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Nagrania 2018,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Nagrania 2018,14,15,14,1.0000,0.9333,14,15
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Opracowania,Paczki Infa/3 SEM,14,4091,14,1.0000,0.0034,14,11083
Paczka II sem. 21_22/Algorytmy i Struktury Danych/wykłady Manusa,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/wykłady Manusa,25,13,13,1.0000,0.5200,26,13
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,16,13,13,1.0000,0.8125,16,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,26,13,13,1.0000,0.5000,26,13
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/UC laborki,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/UC laborki,14,13,13,1.0000,0.9286,14,13
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,15,13,13,1.0000,0.8667,15,13
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Opracowania,Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady/Opracowania,14,13,13,1.0000,0.9286,14,13
Paczki INFA/Paczka 3 sem. 23_24/(MII) Multimedia i Interfejsy/Laby,Paczki Infa/3 SEM/(MII) Multimedia i Interfejsy/Laby,40,13,13,1.0000,0.3250,40,13
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Symfonia C++,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Symfonia C++,13,12,12,1.0000,0.9231,13,12
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/DIODE,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/DIODE,13,12,12,1.0000,0.9231,13,12
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/UC laborki,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/UC laborki,14,12,12,1.0000,0.8571,14,12
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/2024peim,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/laboratoria/metrologia,24,12,12,1.0000,0.5000,24,12
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/UC laborki,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/UC laborki,13,12,12,1.0000,0.9231,13,12
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Slajdy,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,12,25,12,1.0000,0.4800,13,26
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Slajdy,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,12,24,12,1.0000,0.5000,13,25
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/ADA,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ADA,12,13,12,1.0000,0.9231,13,14
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.1/lab_2,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.1/lab_2,12,12,12,1.0000,1.0000,12,12
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.2/lab_2.2,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.2/lab_2.2,12,12,12,1.0000,1.0000,12,12
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.5/lab_2.5,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.5/lab_2.5,12,12,12,1.0000,1.0000,12,12
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.6/lab_2.6,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.6/lab_2.6,12,12,12,1.0000,1.0000,12,12
